INFO | girlsfrontline-resources-extractor: 2.2.2
INFO | -> text/luapatch/2040/ResearchEquipmentStrengthenController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/researchequipmentstrengthencontroller_getresourcecost.lua.txt
INFO | -> text/luapatch/2040/ResearchEquipmentStrengthenController_GetResourceCost.lua.txt
INFO | assets/resources/dabao/luapatch/2040/researchskillchoosepanle.lua.txt
INFO | -> text/luapatch/2040/ResearchSkillChoosePanle.lua.txt
INFO | assets/resources/dabao/luapatch/2040/settingcontroller.lua.txt
INFO | -> text/luapatch/2040/SettingController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/showfurnitureinfo.lua.txt
INFO | -> text/luapatch/2040/ShowFurnitureInfo.lua.txt
INFO | assets/resources/dabao/luapatch/2040/showgunloveitem.lua.txt
INFO | -> text/luapatch/2040/ShowGunLoveItem.lua.txt
INFO | assets/resources/dabao/luapatch/2040/skilldesc.lua.txt
INFO | -> text/luapatch/2040/SkillDesc.lua.txt
INFO | assets/resources/dabao/luapatch/2040/skillinstance.lua.txt
INFO | -> text/luapatch/2040/SkillInstance.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/specialopsmessagebox.lua.txt
INFO | -> text/luapatch/2040/SpecialOPSMessageBox.lua.txt
INFO | assets/resources/dabao/luapatch/2040/theaterechelonselection.lua.txt
INFO | -> text/luapatch/2040/TheaterEchelonSelection.lua.txt
INFO | assets/resources/dabao/luapatch/2040/theaterexerciseaction.lua.txt
INFO | -> text/luapatch/2040/TheaterExerciseAction.lua.txt
INFO | assets/resources/dabao/luapatch/2040/theaterrankinguicontroller.lua.txt
INFO | -> text/luapatch/2040/TheaterRankingUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/theaterrewardboxitemuicontroller.lua.txt
INFO | -> text/luapatch/2040/TheaterRewardBoxItemUIController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/uisimulatorbattleresultcontroller.lua.txt
INFO | -> text/luapatch/2040/UISimulatorBattleResultController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/webcameramanager.lua.txt
INFO | -> text/luapatch/2040/WebCameraManager.lua.txt
INFO | assets/resources/dabao/luapatch/2041/avgtrigger.lua.txt
INFO | -> text/luapatch/2041/AVGTrigger.lua.txt
INFO | assets/resources/dabao/luapatch/2041/battlecontroller.lua.txt
INFO | -> text/luapatch/2041/BattleController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/battleuilifebarcontroller.lua.txt
INFO | -> text/luapatch/2041/BattleUILifeBarController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/bingocontroller.lua.txt
INFO | -> text/luapatch/2041/BingoController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/clothesitemcontroller.lua.txt
INFO | -> text/luapatch/2041/ClothesItemController.lua.bytes
INFO | assets/resources/dabao/luapatch/2041/combinecontroller.lua.txt
INFO | -> text/luapatch/2041/CombineController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commoncharacterlabelcontroler.lua.txt
INFO | -> text/luapatch/2041/CommonCharacterLabelControler.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commoncharacterlistlabelcontroler.lua.txt
INFO | -> text/luapatch/2041/CommonCharacterListLabelControler.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commoncontroller_gotoscene.lua.txt
INFO | -> text/luapatch/2041/CommonController_GotoScene.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commonlistcontroller.lua.txt
INFO | -> text/luapatch/2041/CommonListController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commonlistholdercontroller.lua.txt
INFO | -> text/luapatch/2041/CommonListHolderController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/commonpicloader.lua.txt
INFO | -> text/luapatch/2041/CommonPicLoader.lua.txt
INFO | assets/resources/dabao/luapatch/2041/data.lua.txt
INFO | -> text/luapatch/2041/Data.lua.txt
INFO | assets/resources/dabao/luapatch/2041/deploymentbackgroundcontroller.lua.txt
INFO | -> text/luapatch/2041/DeploymentBackgroundController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/deploymentbuildingcontroller.lua.txt
INFO | -> text/luapatch/2041/DeploymentBuildingController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/deploymentcampaignexplain.lua.txt
INFO | -> text/luapatch/2041/DeploymentCampaignExplain.lua.txt
INFO | assets/resources/dabao/luapatch/2041/deploymentcontroller.lua.txt
INFO | -> text/luapatch/2041/DeploymentController.lua.bytes
INFO | assets/resources/dabao/luapatch/2041/deploymentmovingoptioncontroller.lua.txt
INFO | -> text/luapatch/2041/DeploymentMovingOptionController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/deploymentplanmodecontroller.lua.txt
INFO | -> text/luapatch/2041/DeploymentPlanModeController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/dialoguepicholder.lua.txt
INFO | -> text/luapatch/2041/DialoguePicHolder.lua.txt
INFO | assets/resources/dabao/luapatch/2041/dormgivedressperformancecontroller.lua.txt
INFO | -> text/luapatch/2041/DormGiveDressPerformanceController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/dormmemorylabelcontroller.lua.txt
INFO | -> text/luapatch/2041/DormMemoryLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/dormuicontroller.lua.txt
INFO | -> text/luapatch/2041/DormUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/factorysmallfairyitemcontroller.lua.txt
INFO | -> text/luapatch/2041/FactorySmallFairyItemController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/fairystateclothingcontroller.lua.txt
INFO | -> text/luapatch/2041/FairyStateClothingController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/fairystateprofilecontroller.lua.txt
INFO | -> text/luapatch/2041/FairyStateProfileController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/formationfairylabelcontroller.lua.txt
INFO | -> text/luapatch/2041/FormationFairyLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/formationsimulatorcharacterlabelcontroller.lua.txt
INFO | -> text/luapatch/2041/FormationSimulatorCharacterLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/guidemanagercontroller.lua.txt
INFO | -> text/luapatch/2041/GuideManagerController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/gunstateclothcontroller.lua.txt
INFO | -> text/luapatch/2041/GunStateClothController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/gunstatecontroller.lua.txt
INFO | -> text/luapatch/2041/GunStateController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/gunstatecontroller_changepic.lua.txt
INFO | -> text/luapatch/2041/GunStateController_ChangePic.lua.txt
INFO | assets/resources/dabao/luapatch/2041/homecontroller.lua.txt
INFO | -> text/luapatch/2041/HomeController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/homeeventbarcontroller.lua.txt
INFO | -> text/luapatch/2041/HomeEventBarController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/homemotherbasescrollcontroller.lua.txt
INFO | -> text/luapatch/2041/HomeMotherBaseScrollController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/homeoperationbutton.lua.txt
INFO | -> text/luapatch/2041/HomeOperationButton.lua.txt
INFO | assets/resources/dabao/luapatch/2041/imagebufferblurrefraction.lua.txt
INFO | -> text/luapatch/2041/ImageBufferBlurRefraction.lua.txt
INFO | assets/resources/dabao/luapatch/2041/logincontroller.lua.txt
INFO | -> text/luapatch/2041/LoginController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/mailcontroller.lua.txt
INFO | -> text/luapatch/2041/MailController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/missionselectionmissionbarcontroller.lua.txt
INFO | -> text/luapatch/2041/MissionSelectionMissionBarController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/missionselectionmissionbarcontroller_updatedata.lua.txt
INFO | -> text/luapatch/2041/MissionSelectionMissionBarController_UpdateData.lua.txt
INFO | assets/resources/dabao/luapatch/2041/opspanelbackground.lua.txt
INFO | -> text/luapatch/2041/OPSPanelBackground.lua.txt
INFO | assets/resources/dabao/luapatch/2041/opspanelcontroller.lua.txt
INFO | -> text/luapatch/2041/OPSPanelController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/opsruler.lua.txt
INFO | -> text/luapatch/2041/OPSRuler.lua.txt
INFO | assets/resources/dabao/luapatch/2041/package.lua.txt
INFO | -> text/luapatch/2041/Package.lua.txt
INFO | assets/resources/dabao/luapatch/2041/package_getmailrewardbuilders.lua.txt
INFO | -> text/luapatch/2041/Package_GetMailRewardBuilders.lua.txt
INFO | assets/resources/dabao/luapatch/2041/prefab.lua.txt
INFO | -> text/luapatch/2041/Prefab.lua.txt
INFO | assets/resources/dabao/luapatch/2041/quickpurchasebox.lua.txt
INFO | -> text/luapatch/2041/QuickPurchaseBox.lua.bytes
INFO | assets/resources/dabao/luapatch/2041/reportermessagereceiver.lua.txt
INFO | -> text/luapatch/2041/ReporterMessageReceiver.lua.txt
INFO | assets/resources/dabao/luapatch/2041/rescenter.lua.txt
INFO | -> text/luapatch/2041/ResCenter.lua.txt
INFO | assets/resources/dabao/luapatch/2041/researchequipmentstrengthencontroller.lua.txt
INFO | -> text/luapatch/2041/ResearchEquipmentStrengthenController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/serverinfo.lua.txt
INFO | -> text/luapatch/2041/ServerInfo.lua.txt
INFO | assets/resources/dabao/luapatch/2041/specialopsmessagebox.lua.txt
INFO | -> text/luapatch/2041/SpecialOPSMessageBox.lua.txt
INFO | assets/resources/dabao/luapatch/2041/squadgetperformance.lua.txt
INFO | -> text/luapatch/2041/SquadGetPerformance.lua.txt
INFO | assets/resources/dabao/luapatch/2041/theaterbattleteamselectionuicontroller.lua.txt
INFO | -> text/luapatch/2041/TheaterBattleTeamSelectionUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/theaterrewardboxitemuicontroller.lua.txt
INFO | -> text/luapatch/2041/TheaterRewardBoxItemUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2041/theaterteamdata.lua.txt
INFO | -> text/luapatch/2041/TheaterTeamData.lua.txt
INFO | assets/resources/dabao/luapatch/2041/uisimulatorformation.lua.txt
INFO | -> text/luapatch/2041/UISimulatorFormation.lua.txt
INFO | assets/resources/dabao/luapatch/2050/adjustadjutantscalecontroller.lua.txt
INFO | -> text/luapatch/2050/AdjustAdjutantScaleController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/avgbackgroundcontroller.lua.txt
INFO | -> text/luapatch/2050/AVGBackgroundController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/avgtrigger.lua.txt
INFO | -> text/luapatch/2050/AVGTrigger.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlebossskillbackgroundcontroller.lua.txt
INFO | -> text/luapatch/2050/BattleBossSkillBackgroundController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlecharactercontroller.lua.txt
INFO | -> text/luapatch/2050/BattleCharacterController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlecontroller.lua.txt
INFO | -> text/luapatch/2050/BattleController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlefairycontroller.lua.txt
INFO | -> text/luapatch/2050/BattleFairyController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlenormalcaptureperform.lua.txt
INFO | -> text/luapatch/2050/BattleNormalCapturePerform.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlesangvischaractercontroller.lua.txt
INFO | -> text/luapatch/2050/BattleSangvisCharacterController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlesangvisresultcontroller.lua.txt
INFO | -> text/luapatch/2050/BattleSangvisResultController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/battlesangvisresultlabelcontroller.lua.txt
INFO | -> text/luapatch/2050/BattleSangvisResultLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/cafegunmemoirlistlabelcontroller.lua.txt
INFO | -> text/luapatch/2050/CafeGunMemoirListLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/combinecontroller.lua.txt
INFO | -> text/luapatch/2050/CombineController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commoncharacterlistcontroller.lua.txt
INFO | -> text/luapatch/2050/CommonCharacterListController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commoncontroller_gotoscene.lua.txt
INFO | -> text/luapatch/2050/CommonController_GotoScene.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commoncontroller_lightmessagetips.lua.txt
INFO | -> text/luapatch/2050/CommonController_LightMessageTips.lua.bytes
INFO | assets/resources/dabao/luapatch/2050/commonequipmentlistcontroller.lua.txt
INFO | -> text/luapatch/2050/CommonEquipmentListController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commonfairylistlabelcontroller.lua.txt
INFO | -> text/luapatch/2050/CommonFairyListLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commongetnewguncontroller.lua.txt
INFO | -> text/luapatch/2050/CommonGetNewGunController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commongiftlistlabelcontroller_targetlevel.lua.txt
INFO | -> text/luapatch/2050/CommonGiftListLabelController_TargetLevel.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commonsangvischaracterlistcontroller.lua.txt
INFO | -> text/luapatch/2050/CommonSangvisCharacterListController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commonsangvischaracterlistlabelcontroller.lua.txt
INFO | -> text/luapatch/2050/CommonSangvisCharacterListLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/commonskilldescription.lua.txt
INFO | -> text/luapatch/2050/CommonSkillDescription.lua.txt
INFO | assets/resources/dabao/luapatch/2050/data.lua.txt
INFO | -> text/luapatch/2050/Data.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentallyteamcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentAllyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentbuildingcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentBuildingController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentenemyinfo.lua.txt
INFO | -> text/luapatch/2050/DeploymentEnemyInfo.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentenemyteamcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentEnemyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentfloatingteaminfo.lua.txt
INFO | -> text/luapatch/2050/DeploymentFloatingTeamInfo.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentfriendlyteamcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentFriendlyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentplanmodecontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentPlanModeController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentsangvisskillpanelcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentSangvisSkillPanelController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentsangvisteamcontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentSangvisTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2050/deploymentteaminfocontroller.lua.txt
INFO | -> text/luapatch/2050/DeploymentTeamInfoController.lua.txt
